id,label,parsed_response1,confidence_response1,parsed_response2,confidence_response2,parsed_response3,confidence_response3,parsed_response4,confidence_response4,parsed_response5,confidence_response5,parsed_response6,confidence_response6,parsed_response7,confidence_response7,parsed_response8,confidence_response8,parsed_response9,confidence_response9,parsed_response10,confidence_response10,parsed_response11,confidence_response11,majority_vote,entropy
CAT_000,1,1,0.8,1,0.9,1,0.8,1,0.8,1,0.9,1,0.9,1,0.8,1,0.8,1,0.9,1,0.8,1,0.8,1,0.0
CAT_001,0,2,0.7,2,0.6,2,0.7,2,0.8,2,0.8,2,0.7,2,0.7,2,0.7,2,0.8,2,0.8,2,0.7,2,0.0
CAT_002,1,2,0.7,0,0.8,0,0.7,0,0.85,0,0.8,2,0.7,0,0.7,2,0.7,0,0.8,0,0.8,2,0.7,0,0.94566030460064
CAT_003,2,2,0.8,2,0.7,2,0.7,2,0.9,2,0.9,2,0.8,2,0.8,2,0.7,2,0.8,2,0.9,2,0.8,2,0.0
CAT_004,2,2,0.8,2,0.7,2,0.9,2,0.9,2,0.9,0,0.9,2,0.7,2,0.8,2,0.9,2,0.9,2,0.8,2,0.4394969869215133
CAT_005,2,2,0.7,2,0.7,2,0.7,2,0.8,2,0.9,2,0.7,2,0.8,2,0.7,2,0.8,2,0.8,2,0.7,2,0.0
CAT_006,2,2,0.7,2,0.7,2,0.7,2,0.7,2,0.8,2,0.7,2,0.7,2,0.6,2,0.7,2,0.8,2,0.7,2,0.0
CAT_007,0,2,0.9,2,0.7,2,0.9,2,0.9,2,0.9,2,0.9,2,0.9,2,0.9,2,0.9,2,0.9,2,0.9,2,0.0
CAT_008,1,1,0.7,1,0.8,2,0.6,2,0.7,2,0.8,2,0.8,2,0.6,2,0.6,2,0.7,1,0.8,1,0.7,2,0.94566030460064
CAT_009,1,2,0.7,1,0.7,2,0.7,2,0.8,2,0.8,2,0.8,2,0.7,2,0.7,2,0.8,0,0.8,2,0.8,2,0.8658566174572236
CAT_010,1,2,0.7,1,0.8,2,0.6,2,0.7,2,0.8,1,0.8,2,0.7,2,0.7,2,0.7,1,0.8,2,0.7,2,0.8453509366224364
CAT_011,0,2,0.7,2,0.7,2,0.8,2,0.9,2,0.9,2,0.8,2,0.8,2,0.7,2,0.8,2,0.9,2,0.8,2,0.0
CAT_012,1,0,0.8,0,0.8,0,0.8,0,0.9,0,0.8,0,0.8,0,0.8,0,0.8,0,0.8,0,0.8,2,0.7,0,0.4394969869215133
CAT_013,2,2,0.7,2,0.7,2,0.7,2,0.8,2,0.8,2,0.7,2,0.7,2,0.7,2,0.8,0,0.8,2,0.7,2,0.4394969869215133
CAT_014,1,0,0.8,0,0.8,0,0.8,0,0.8,0,0.9,0,0.9,0,0.8,0,0.8,0,0.8,0,0.9,2,0.7,0,0.4394969869215133
CAT_015,0,2,0.7,0,0.8,2,0.7,2,0.8,1,0.8,1,0.8,2,0.7,2,0.7,1,0.8,0,0.8,2,0.8,2,1.4353713907745334
CAT_016,1,2,0.8,2,0.7,2,0.8,2,0.8,2,0.9,2,0.7,2,0.7,2,0.7,2,0.8,2,0.8,2,0.8,2,0.0
CAT_017,0,1,0.7,1,0.7,1,0.7,1,0.8,2,0.8,1,0.8,1,0.7,1,0.7,1,0.8,1,0.8,1,0.8,1,0.4394969869215133
CAT_018,0,0,0.8,0,0.8,0,0.8,0,0.85,0,0.9,0,0.9,0,0.8,0,0.8,2,0.8,0,0.9,0,0.8,0,0.4394969869215133
CAT_019,0,0,0.7,0,0.7,0,0.8,0,0.8,0,0.8,2,0.7,0,0.7,0,0.8,2,0.7,0,0.8,2,0.7,0,0.8453509366224364
CAT_020,0,2,0.8,2,0.8,2,0.7,2,0.8,2,0.8,2,0.8,2,0.8,2,0.7,2,0.8,0,0.8,2,0.8,2,0.4394969869215133
CAT_021,0,2,0.7,1,0.8,1,0.7,1,0.85,0,0.8,1,0.8,2,0.6,1,0.8,1,0.8,0,0.8,1,0.8,1,1.3092966682370035
CAT_022,0,0,0.7,0,0.8,0,0.7,0,0.9,0,0.8,1,0.8,0,0.8,0,0.8,0,0.8,0,0.9,2,0.7,0,0.8658566174572236
CAT_023,0,2,0.7,2,0.7,2,0.7,2,0.8,2,0.9,2,0.7,2,0.7,2,0.7,2,0.7,2,0.9,2,0.8,2,0.0
CAT_024,1,0,0.8,0,0.8,2,0.7,0,0.8,0,0.8,0,0.8,0,0.8,2,0.6,2,0.8,0,0.8,0,0.8,0,0.8453509366224364
CAT_025,0,2,0.7,0,0.8,2,0.7,0,0.9,0,0.9,0,0.9,2,0.7,2,0.8,2,0.8,0,0.9,0,0.9,0,0.9940302114769566
CAT_026,2,2,0.8,2,0.8,2,0.8,2,0.9,2,0.9,2,0.8,2,0.9,2,0.8,2,0.9,2,1.0,2,0.8,2,0.0
CAT_027,0,0,0.8,0,0.8,0,0.8,0,0.8,0,0.8,0,0.9,0,0.7,2,0.7,0,0.8,0,0.8,0,0.8,0,0.4394969869215133
CAT_028,0,2,0.7,0,0.8,2,0.6,2,0.8,2,0.8,2,0.7,2,0.7,2,0.7,2,0.8,0,0.8,2,0.7,2,0.6840384356390417
CAT_029,2,2,0.8,2,0.7,2,0.8,2,0.9,2,0.9,2,0.8,2,0.9,2,0.9,2,0.8,2,0.9,2,0.8,2,0.0
CAT_030,0,2,0.7,2,0.7,2,0.7,2,0.8,0,0.8,2,0.7,2,0.6,2,0.6,2,0.8,0,0.8,2,0.7,2,0.6840384356390417
CAT_031,0,2,0.7,0,0.8,2,0.6,0,0.8,0,0.8,0,0.8,2,0.7,2,0.7,2,0.7,0,0.8,2,0.7,2,0.9940302114769566
CAT_032,0,0,0.8,0,0.8,0,0.8,0,0.9,0,0.9,0,0.9,0,0.8,0,0.8,0,0.8,0,0.9,0,0.9,0,0.0
CAT_033,1,0,0.8,0,0.9,0,0.8,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.0
CAT_034,2,2,0.7,2,0.7,2,0.7,2,0.9,2,0.9,2,0.8,2,0.8,2,0.7,2,0.8,2,0.9,2,0.8,2,0.0
CAT_035,0,1,0.7,1,0.9,2,0.7,1,0.9,1,0.8,1,0.9,1,0.7,1,0.7,1,0.8,1,0.8,1,0.8,1,0.4394969869215133
CAT_036,0,2,0.5,2,0.7,2,0.5,2,0.8,2,0.8,0,0.8,2,0.7,2,0.5,2,0.8,0,0.8,2,0.7,2,0.6840384356390417
CAT_037,1,2,0.7,2,0.6,2,0.7,2,0.7,2,0.8,1,0.8,2,0.7,2,0.7,2,0.7,1,0.8,2,0.7,2,0.6840384356390417
CAT_038,0,0,0.8,0,0.8,0,0.8,0,0.9,0,0.9,0,0.9,0,0.8,0,0.8,0,0.9,0,0.9,0,0.9,0,0.0
CAT_039,1,2,0.7,1,0.8,2,0.7,2,0.8,2,0.9,1,0.8,2,0.7,2,0.7,2,0.8,2,0.8,2,0.7,2,0.6840384356390417
CAT_040,2,2,0.8,2,0.8,2,0.9,2,0.9,2,0.9,2,0.9,2,0.9,2,0.9,2,0.9,2,0.9,2,0.8,2,0.0
CAT_041,1,2,0.7,1,0.7,2,0.7,2,0.8,0,0.8,2,0.7,2,0.7,2,0.7,1,0.8,0,0.8,2,0.7,2,1.309296668237004
CAT_042,1,1,0.7,1,0.8,1,0.7,1,0.8,2,0.8,1,0.8,2,0.7,1,0.7,1,0.8,1,0.8,2,0.7,1,0.8453509366224364
CAT_043,1,2,0.6,1,0.7,2,0.6,0,0.8,0,0.8,1,0.8,2,0.6,2,0.6,2,0.7,0,0.8,2,0.7,2,1.4353713907745334
CAT_044,0,0,0.8,0,0.8,0,0.8,0,0.8,0,0.9,0,0.8,0,0.8,0,0.8,0,0.8,0,0.9,0,0.9,0,0.0
CAT_045,1,1,0.7,1,0.8,1,0.7,1,0.8,1,0.8,1,0.8,1,0.7,1,0.7,1,0.8,1,0.8,1,0.7,1,0.0
CAT_046,1,1,0.7,1,0.8,1,0.7,1,0.8,1,0.8,1,0.8,1,0.7,1,0.8,1,0.8,1,0.8,1,0.8,1,0.0
CAT_047,2,2,0.9,2,0.9,2,0.9,2,0.9,2,0.9,2,0.9,2,0.9,2,0.9,2,0.9,2,0.9,2,0.9,2,0.0
CAT_048,1,1,0.7,1,0.8,1,0.7,1,0.8,1,0.9,1,0.8,1,0.8,1,0.8,1,0.9,0,0.9,1,0.8,1,0.4394969869215133
CAT_049,1,0,0.8,0,0.8,0,0.8,0,0.8,0,0.8,0,0.8,0,0.8,0,0.8,0,0.8,0,0.8,2,0.8,0,0.4394969869215133
CAT_050,2,2,0.7,2,0.7,2,0.7,2,0.8,2,0.9,2,0.8,2,0.7,2,0.6,2,0.7,2,0.8,2,0.7,2,0.0
CAT_051,1,1,0.8,1,0.9,1,0.8,1,0.9,1,0.9,1,0.9,1,0.9,1,0.8,1,0.9,1,0.9,1,0.8,1,0.0
CAT_052,2,2,0.7,2,0.7,2,0.7,2,0.8,2,0.9,2,0.8,2,0.7,2,0.7,2,0.8,2,0.9,2,0.7,2,0.0
CAT_053,0,0,0.8,0,0.8,0,0.8,0,0.85,0,0.9,0,0.85,0,0.8,0,0.8,0,0.8,0,0.9,0,0.9,0,0.0
CAT_054,0,1,0.7,1,0.8,1,0.7,1,0.8,1,0.8,1,0.7,1,0.7,1,0.7,1,0.8,0,0.8,2,0.7,1,0.8658566174572236
CAT_055,1,0,0.7,0,0.8,2,0.7,0,0.8,2,0.9,0,0.8,2,0.6,2,0.7,2,0.8,0,0.8,2,0.7,2,0.9940302114769566
CAT_056,1,2,0.7,2,0.7,2,0.7,2,0.8,2,0.9,2,0.8,2,0.8,2,0.7,2,0.8,2,0.8,2,0.7,2,0.0
CAT_057,1,0,0.8,1,0.8,0,0.8,0,0.8,1,0.8,0,0.9,0,0.8,1,0.8,0,0.8,0,0.9,2,0.8,0,1.2406705316766884
CAT_058,0,2,0.7,2,0.7,2,0.7,2,0.8,2,0.8,2,0.7,2,0.8,2,0.7,2,0.9,2,0.9,2,0.7,2,0.0
CAT_059,2,2,0.8,2,0.7,2,0.8,2,0.9,2,0.9,0,0.9,2,0.9,2,0.8,2,0.9,2,0.9,2,0.8,2,0.4394969869215133
CAT_060,2,2,0.8,2,0.7,2,0.8,2,0.9,2,0.9,2,0.8,2,0.8,2,0.7,2,0.8,2,0.9,2,0.7,2,0.0
CAT_061,0,2,0.7,2,0.7,2,0.7,2,0.8,2,0.8,2,0.7,2,0.7,2,0.5,2,0.7,2,0.8,2,0.7,2,0.0
CAT_062,2,2,0.7,1,0.7,2,0.7,2,0.8,2,0.8,2,0.7,2,0.7,2,0.7,2,0.8,2,0.8,2,0.7,2,0.4394969869215133
CAT_063,0,2,0.6,2,0.6,2,0.6,2,0.7,2,0.9,0,0.9,2,0.7,2,0.6,2,0.7,0,0.8,2,0.7,2,0.6840384356390417
CAT_064,0,0,0.8,0,0.8,0,0.8,0,0.9,0,0.9,0,0.8,0,0.7,0,0.8,0,0.9,0,0.9,0,0.8,0,0.0
CAT_065,0,1,0.7,1,0.8,1,0.7,2,0.8,2,0.9,2,0.8,1,0.7,1,0.8,1,0.8,1,0.8,2,0.7,1,0.94566030460064
CAT_066,0,2,0.7,2,0.7,2,0.7,2,0.8,2,0.8,2,0.8,2,0.7,2,0.7,2,0.8,2,0.9,2,0.7,2,0.0
CAT_067,1,0,0.7,1,0.8,2,0.6,0,0.8,0,0.85,0,0.8,2,0.6,2,0.7,0,0.8,0,0.8,2,0.8,0,1.3221793455166666
CAT_068,0,2,0.7,2,0.7,2,0.7,2,0.8,2,0.9,2,0.7,2,0.7,2,0.7,2,0.7,2,0.9,2,0.7,2,0.0
CAT_069,1,1,0.8,1,0.9,1,0.8,1,0.8,1,0.9,1,0.9,1,0.7,1,0.8,1,0.9,1,0.8,1,0.8,1,0.0
CAT_070,1,1,0.7,1,0.8,2,0.7,2,0.7,2,0.8,1,0.8,1,0.7,2,0.6,1,0.8,1,0.8,2,0.8,1,0.9940302114769566
CAT_071,2,2,0.7,2,0.7,2,0.6,2,0.7,2,0.8,2,0.7,2,0.6,2,0.6,2,0.7,0,0.8,2,0.7,2,0.4394969869215133
CAT_072,0,2,0.6,2,0.6,2,0.6,0,0.8,2,0.9,0,0.8,2,0.6,2,0.7,2,0.7,0,0.8,2,0.7,2,0.8453509366224364
CAT_073,0,2,0.6,0,0.7,2,0.6,0,0.8,0,0.8,1,0.7,2,0.6,2,0.6,2,0.7,0,0.8,2,0.7,2,1.3221793455166666
CAT_074,0,2,0.7,0,0.9,2,0.7,2,0.8,1,0.9,0,0.9,2,0.7,2,0.7,1,0.8,0,0.8,1,0.8,2,1.539484756931502
CAT_075,1,1,0.8,1,0.8,1,0.8,1,0.8,1,0.8,1,0.9,1,0.8,1,0.8,1,0.9,1,0.8,1,0.8,1,0.0
CAT_076,1,1,0.7,1,0.8,1,0.8,2,0.8,2,0.8,1,0.8,2,0.7,1,0.7,1,0.8,1,0.8,2,0.7,1,0.94566030460064
CAT_077,1,0,0.8,0,0.8,0,0.8,0,0.9,0,0.85,0,0.9,0,0.8,1,0.8,1,0.8,0,0.9,0,0.8,0,0.6840384356390417
CAT_078,1,2,0.7,0,0.8,0,0.8,0,0.85,0,0.8,0,0.9,0,0.7,2,0.7,2,0.8,0,0.8,0,0.9,0,0.8453509366224364
CAT_079,1,1,0.8,0,0.8,1,0.8,1,0.8,1,0.85,1,0.8,1,0.8,1,0.8,1,0.9,0,0.8,1,0.8,1,0.6840384356390417
CAT_080,0,1,0.9,1,0.9,1,0.9,1,0.95,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.8,1,0.9,1,0.0
CAT_081,1,2,0.7,2,0.7,2,0.7,2,0.8,2,0.9,2,0.8,2,0.8,2,0.7,2,0.7,2,0.9,2,0.8,2,0.0
CAT_082,0,2,0.8,2,0.7,2,0.7,2,0.9,2,0.9,2,0.8,2,0.8,2,0.8,2,0.8,2,0.9,2,0.8,2,0.0
CAT_083,1,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.0
CAT_084,0,2,0.7,2,0.7,2,0.7,2,0.9,2,0.9,2,0.8,2,0.8,2,0.7,2,0.8,2,0.9,2,0.8,2,0.0
CAT_085,1,2,0.7,2,0.7,2,0.7,2,0.8,2,0.8,2,0.7,2,0.7,2,0.7,2,0.8,0,0.8,2,0.7,2,0.4394969869215133
CAT_086,0,1,0.7,1,0.8,0,0.7,0,0.8,1,0.8,1,0.8,0,0.7,2,0.6,1,0.8,1,0.8,1,0.7,1,1.2406705316766884
CAT_087,0,0,0.8,0,0.9,0,0.8,0,0.9,0,0.9,0,0.9,0,0.8,0,0.9,0,0.8,0,0.9,0,0.9,0,0.0
CAT_088,2,2,0.7,1,0.8,2,0.7,2,0.8,2,0.8,2,0.8,2,0.7,2,0.7,1,0.8,0,0.8,2,0.7,2,1.0957952550009338
CAT_089,2,2,0.7,2,0.7,2,0.7,2,0.8,2,0.9,2,0.8,2,0.7,2,0.7,2,0.8,2,0.8,2,0.7,2,0.0
CAT_090,1,2,0.7,0,0.8,2,0.7,0,0.8,0,0.8,1,0.8,2,0.7,2,0.7,2,0.7,0,0.8,2,0.7,2,1.3221793455166666
CAT_091,1,2,0.7,2,0.7,2,0.8,2,0.8,2,0.9,2,0.8,2,0.7,2,0.7,2,0.8,2,0.9,2,0.8,2,0.0
CAT_092,0,0,0.8,0,0.9,0,0.8,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.0
CAT_093,2,2,0.7,2,0.7,2,0.7,2,0.8,2,0.9,0,0.8,2,0.8,2,0.7,2,0.8,2,0.9,2,0.8,2,0.4394969869215133
CAT_094,2,2,0.7,2,0.7,2,0.7,2,0.8,2,0.9,2,0.8,2,0.7,2,0.7,2,0.8,2,0.9,2,0.7,2,0.0
CAT_095,1,1,0.8,1,0.8,1,0.8,1,0.9,1,0.9,1,0.8,1,0.7,1,0.8,1,0.8,1,0.8,1,0.8,1,0.0
CAT_096,1,1,0.8,1,0.8,1,0.8,1,0.8,1,0.8,1,0.85,1,0.8,1,0.7,1,0.8,1,0.8,1,0.8,1,0.0
CAT_097,2,2,0.9,2,0.8,2,0.9,2,0.9,2,0.9,2,0.9,2,0.9,2,0.9,2,0.9,2,0.9,2,0.9,2,0.0
CAT_098,0,2,0.7,2,0.7,2,0.7,2,0.8,2,0.9,2,0.7,2,0.7,2,0.7,2,0.7,2,0.8,2,0.7,2,0.0
CAT_099,1,0,0.8,2,0.7,2,0.7,0,0.8,0,0.9,0,0.8,0,0.8,2,0.8,0,0.8,0,0.9,0,0.8,0,0.8453509366224364
